milestone,cohort,label,level,count,example
CHAPTER_ONE,FRONTEND,Foundations,1,4,Is able to help estimate tickets while working on refining estimation skills
CHAPTER_ONE,FRONTEND,Foundations,1,5,"Has an understanding of wireframing, UX design, and UI patterns"
CHAPTER_ONE,FRONTEND,Foundations,1,6,Has experience developing and testing across multiple browsers
CHAPTER_ONE,FRONTEND,Foundations,2,1,"Focuses on expanding experience and proficiency in our web technology practices, with solid understanding of relevant areas"
CHAPTER_ONE,FRONTEND,Foundations,2,2,"Is well versed with web development frameworks, HTML, CSS, JavaScript and website accessibility"
CHAPTER_ONE,FRONTEND,Foundations,2,3,Is able to perform assigned tasks and tickets close to estimated time with minimal assistance
CHAPTER_ONE,FRONTEND,Foundations,2,4,Is able to provide reliable estimates for tickets given a complete context
CHAPTER_ONE,FRONTEND,Foundations,2,5,Has a practical understanding of DevOps and how it is related to their work
CHAPTER_ONE,FRONTEND,Foundations,2,6,Is able to make open source contributions and proactively does so
CHAPTER_ONE,FRONTEND,Foundations,3,1,Independently scopes and implements solutions for their project/team
CHAPTER_ONE,FRONTEND,Foundations,3,2,"Is proficient in all relevant technical skills, and is able to move quickly. Maintains awareness of industry trends and tools"
CHAPTER_ONE,FRONTEND,Foundations,3,3,Is able to complete tickets reasonably close to estimated time without needing to be reminded
CHAPTER_ONE,FRONTEND,Foundations,3,4,Demonstrates the ability to come up with solid technical solutions to ambiguous or open-ended problems
CHAPTER_ONE,FRONTEND,Foundations,3,5,Often gives support to others in their areas of strongest skill
CHAPTER_ONE,FRONTEND,Foundations,3,6,Accurately estimates ticketed work
CHAPTER_ONE,FRONTEND,Foundations,4,1,Has a deep understanding of our architecture and how their domain fits within it. Systematically thinks through potential design impacts on other teams and the company
CHAPTER_ONE,FRONTEND,Foundations,4,2,"Is expert in our processes, also helping define them. Keeps tests up to date"
CHAPTER_ONE,FRONTEND,Foundations,4,3,"Independently scopes, designs, and delivers solutions for large, complex challenges"
CHAPTER_ONE,FRONTEND,Foundations,4,4,Debugs expertly within their primary focus area
CHAPTER_ONE,FRONTEND,Foundations,4,5,"Provides oversight, coaching, and guidance through code and design reviews"
CHAPTER_ONE,FRONTEND,Foundations,4,6,"Incredibly knowledgeable in their area of expertise, oftern to a degree that is recongized far beyond our walls"
CHAPTER_ONE,FRONTEND,Foundations,5,1,Is seen as a leader and contributor across the organization
CHAPTER_ONE,FRONTEND,Foundations,5,2,"Primary expert in multiple areas of our stack, incredibly knowledgeable in several domains"
CHAPTER_ONE,FRONTEND,Foundations,5,3,Designs and builds industry-leading techniques to solve complex problems
CHAPTER_ONE,FRONTEND,Foundations,5,4,Anticipates technical challenges and thoroughly explores alternatives and trade-offs
CHAPTER_ONE,FRONTEND,Foundations,5,5,"Focuses on technical decision making, leading work that affects one or more complex systems and mission-critical areas"
CHAPTER_ONE,FRONTEND,Foundations,5,6,Explores technologies with sizable potential impact for Palantir
CHAPTER_TWO,FRONTEND,Coding,1,1,"Writes front-end code that is sometimes production-ready, but usually requires iteration before shipping"
CHAPTER_TWO,FRONTEND,Coding,1,2,Is becoming comfortable working with one or two areas of front-end code
CHAPTER_TWO,FRONTEND,Coding,1,3,Receives and integrates feedback from front-end code reviews to ship high-quality code
CHAPTER_TWO,FRONTEND,Coding,1,4,Participates in front-end code reviews and architecture design
CHAPTER_TWO,FRONTEND,Coding,1,5,
CHAPTER_TWO,FRONTEND,Coding,1,6,
CHAPTER_TWO,FRONTEND,Coding,2,1,Writes front-end code that usually ships promptly by receiving and successfully integrating critical input from code reviews. Work rarely needs to be rewritten before delivery
CHAPTER_TWO,FRONTEND,Coding,2,2,Follows style guides
CHAPTER_TWO,FRONTEND,Coding,2,3,Ships maintainable front-end code that works and is understandable by teammates
CHAPTER_TWO,FRONTEND,Coding,2,4,"Is becoming comfortable diving in and making changes to many areas of code, not just a single area of code"
CHAPTER_TWO,FRONTEND,Coding,2,5,"Provides helpful, timely front-end code reviews"
CHAPTER_TWO,FRONTEND,Coding,2,6,
CHAPTER_TWO,FRONTEND,Coding,3,1,Consistently delivers front-end code that sets the standard for quality and maintainability
CHAPTER_TWO,FRONTEND,Coding,3,2,"Understands large swaths of the code base with a deep knowledge and ability to ""reach in and touch the right levers."" Able to move rapidly as a result"
CHAPTER_TWO,FRONTEND,Coding,3,3,"Writes consistently reliable code, so input from code reviewers is high-level only"
CHAPTER_TWO,FRONTEND,Coding,3,4,"Provides front-end code review feedback that is sought after, respected, and often instructional"
CHAPTER_TWO,FRONTEND,Coding,3,5,Writes meaningful front-end code reviews
CHAPTER_TWO,FRONTEND,Coding,3,6,Translates design solutions into high-quality front-end code
CHAPTER_TWO,FRONTEND,Coding,4,1,Has mastered the skills to ship quickly
CHAPTER_TWO,FRONTEND,Coding,4,2,Has mastery in some relevant technical skills; good understanding of full stack
CHAPTER_TWO,FRONTEND,Coding,4,3,Provides mentorship and technical guidance to more junior teammates
CHAPTER_TWO,FRONTEND,Coding,4,4,Provides highly insightful code review feedback that addresses high-level thoughts
CHAPTER_TWO,FRONTEND,Coding,4,5,"Writes highly insightful, comprehensive front-end code reviews"
CHAPTER_TWO,FRONTEND,Coding,4,6,
CHAPTER_TWO,FRONTEND,Coding,5,1,"Builds cutting-edge web applications, with a focus on client side"
CHAPTER_TWO,FRONTEND,Coding,5,2,Leads code testing integration and oversees quality system performance
CHAPTER_TWO,FRONTEND,Coding,5,3,"Is seen as a leader who advances the state of the art, and is a contributor to the broader technical community"
CHAPTER_TWO,FRONTEND,Coding,5,4,"Constantly learning new web technologies, can navigate and make legacy front-end code maintainable"
CHAPTER_TWO,FRONTEND,Coding,5,5,Leads code reviews and guides software architecture decisions
CHAPTER_TWO,FRONTEND,Coding,5,6,
CHAPTER_THREE,FRONTEND,Web Technologies,1,1,Makes minor modifications to existing work
CHAPTER_THREE,FRONTEND,Web Technologies,1,2,Fixes simple design quality issues
CHAPTER_THREE,FRONTEND,Web Technologies,1,3,"Uses CSS appropriately, following style guide"
CHAPTER_THREE,FRONTEND,Web Technologies,1,4,
CHAPTER_THREE,FRONTEND,Web Technologies,1,5,
CHAPTER_THREE,FRONTEND,Web Technologies,1,6,
CHAPTER_THREE,FRONTEND,Web Technologies,2,1,Makes sensible abstractions based on template and code patterns
CHAPTER_THREE,FRONTEND,Web Technologies,2,2,Specs and builds interactive components independently
CHAPTER_THREE,FRONTEND,Web Technologies,2,3,Prototypes simple new features quickly
CHAPTER_THREE,FRONTEND,Web Technologies,2,4,Builds modal systems
CHAPTER_THREE,FRONTEND,Web Technologies,2,5,
CHAPTER_THREE,FRONTEND,Web Technologies,2,6,
CHAPTER_THREE,FRONTEND,Web Technologies,3,1,Provides useful design feedback and suggests feasible alternatives
CHAPTER_THREE,FRONTEND,Web Technologies,3,2,Performs systemic tasks to significantly minimize bundle size
CHAPTER_THREE,FRONTEND,Web Technologies,3,3,Acts a caretaker for all of web client code
CHAPTER_THREE,FRONTEND,Web Technologies,3,4,Prototypes with code using modern front-end frameworks and digital pattern library
CHAPTER_THREE,FRONTEND,Web Technologies,3,5,
CHAPTER_THREE,FRONTEND,Web Technologies,3,6,
CHAPTER_THREE,FRONTEND,Web Technologies,4,1,Pioneers architecture migrations that reduce programmer burden
CHAPTER_THREE,FRONTEND,Web Technologies,4,2,Implements complex UI transitions that bring delight
CHAPTER_THREE,FRONTEND,Web Technologies,4,3,Makes architectural decisions that eliminate entire classes of bugs
CHAPTER_THREE,FRONTEND,Web Technologies,4,4,
CHAPTER_THREE,FRONTEND,Web Technologies,4,5,
CHAPTER_THREE,FRONTEND,Web Technologies,4,6,
CHAPTER_THREE,FRONTEND,Web Technologies,5,1,Invents new techniques to mitigate browser constraints when feasible
CHAPTER_THREE,FRONTEND,Web Technologies,5,2,Identifies and solves systemic problems with current architecture
CHAPTER_THREE,FRONTEND,Web Technologies,5,3,Defines a long-term vision for web client and ensures projects are in service of it
CHAPTER_THREE,FRONTEND,Web Technologies,5,4,Implements omni directional data flow to completion
CHAPTER_THREE,FRONTEND,Web Technologies,5,5,
CHAPTER_THREE,FRONTEND,Web Technologies,5,6,
CHAPTER_FOUR,FRONTEND,Craft,1,1,"Understands the entire web development process, including design, development, and deployment and has some back-end knowledge as well"
CHAPTER_FOUR,FRONTEND,Craft,1,2,Builds responsive and adaptive websites with guidance of senior FED
CHAPTER_FOUR,FRONTEND,Craft,1,3,
CHAPTER_FOUR,FRONTEND,Craft,1,4,
CHAPTER_FOUR,FRONTEND,Craft,1,5,
CHAPTER_FOUR,FRONTEND,Craft,1,6,
CHAPTER_FOUR,FRONTEND,Craft,2,1,"Understands and demonstrates knowledge of accessibility needs, concerns, design, and best practices"
CHAPTER_FOUR,FRONTEND,Craft,2,2,"Builds semantic, accessible, and maintainable front-end interfaces"
CHAPTER_FOUR,FRONTEND,Craft,2,3,Accurately translates prototypes and design into working interfaces
CHAPTER_FOUR,FRONTEND,Craft,2,4,
CHAPTER_FOUR,FRONTEND,Craft,2,5,
CHAPTER_FOUR,FRONTEND,Craft,2,6,
CHAPTER_FOUR,FRONTEND,Craft,3,1,Supports complex and secure components for modern browsers written in the latest web standards
CHAPTER_FOUR,FRONTEND,Craft,3,2,Works with UX to develop and maintain processes that ensure our tools and practices are up to date
CHAPTER_FOUR,FRONTEND,Craft,3,3,Gives thoughtful front-end code reviews as a domain expert
CHAPTER_FOUR,FRONTEND,Craft,3,4,Implements systems that enable better testing
CHAPTER_FOUR,FRONTEND,Craft,3,5,Adds tooling to improve front-end code base quality
CHAPTER_FOUR,FRONTEND,Craft,3,6,Maintains high coding standards and practices to exercise quality control on all aspects of web development
CHAPTER_FOUR,FRONTEND,Craft,4,1,Takes the lead on browser/device acceptance testing and bug fixing
CHAPTER_FOUR,FRONTEND,Craft,4,2,Collaborates with UX designers to promote and achieve optimal solutions for clients
CHAPTER_FOUR,FRONTEND,Craft,4,3,Leads client demos
CHAPTER_FOUR,FRONTEND,Craft,4,4,Maintains and improves front-end code bases across a wide variety of projects
CHAPTER_FOUR,FRONTEND,Craft,4,5,Improves quality of work to meet the level of Palantir's best solutions through repeated iteration
CHAPTER_FOUR,FRONTEND,Craft,4,6,
CHAPTER_FOUR,FRONTEND,Craft,5,1,Defines policies for the team that encourage quality work
CHAPTER_FOUR,FRONTEND,Craft,5,2,Identifies and eliminates single points of failure throughout the chapter
CHAPTER_FOUR,FRONTEND,Craft,5,3,Secures time and resources from execs to support great quality
CHAPTER_FOUR,FRONTEND,Craft,5,4,"Creates a compelling technical vision with company-level impact, anticipating future needs"
CHAPTER_FOUR,FRONTEND,Craft,5,5,
CHAPTER_FOUR,FRONTEND,Craft,5,6,
CHAPTER_ONE,PM,Foundations,1,1,Is building proficiency in our PM practice and becoming comfortable with learning new skills
CHAPTER_ONE,PM,Foundations,1,2,Able to develop comprehensive projects plans with assistance of seniors project managers
CHAPTER_ONE,PM,Foundations,1,3,"Closely monitors projects to ensure that they remain on track, meet deadlines, stay under budget, and develop according to plan"
CHAPTER_ONE,PM,Foundations,1,4,Is well-versed with project management methodologies and client collaboration tools
CHAPTER_ONE,PM,Foundations,1,5,"Actively listens, understands, and responds to clients and team members"
CHAPTER_ONE,PM,Foundations,1,6,
CHAPTER_ONE,PM,Foundations,2,1,"Focused on expanding experience and proficiency in our PM practice, establishing and promoting brand guidelines, best practices and standards"
CHAPTER_ONE,PM,Foundations,2,2,Develops a detailed project plan to monitor and track progress
CHAPTER_ONE,PM,Foundations,2,3,Manages the relationship with the client and all stakeholders
CHAPTER_ONE,PM,Foundations,2,4,"Has a strong understanding of the fact that UX and Engineering use different terminology, have a different cadence to their work, provide different deliverables, might have different responses from the client, and even different definitions of work"
CHAPTER_ONE,PM,Foundations,2,5,Monitors client satisfaction
CHAPTER_ONE,PM,Foundations,2,6,Creates and maintains comprehensive project documentation and presents it to the appropriate stakeholders
CHAPTER_ONE,PM,Foundations,2,7,"Able to create, manage and maintain agreements, budgets, scope of work, and timelines"
CHAPTER_ONE,PM,Foundations,2,8,"Works within the given parameters delivered from Sales, such as problem statetment, budget"
CHAPTER_ONE,PM,Foundations,3,1,"Effectively leads a project from concept to completion, acting as the liaison between the project team and clients"
CHAPTER_ONE,PM,Foundations,3,2,"Facilitates team through Agile practices, including daily scrum, grooming and retrospectives"
CHAPTER_ONE,PM,Foundations,3,3,"Manages changes to the project scope, budget and timeline using appropriate verification techniques"
CHAPTER_ONE,PM,Foundations,3,4,"Delegates project tasks based on junior staff members' individual strengths, skill sets and experience levels"
CHAPTER_ONE,PM,Foundations,3,5,Measures project performance using appropriate tools and techniques
CHAPTER_ONE,PM,Foundations,3,6,Participates and/or drives feasibility studies and proposals for evaluation by appropriate key stakeholders
CHAPTER_ONE,PM,Foundations,3,7,Serves as an internal quality control check for the project
CHAPTER_ONE,PM,Foundations,3,8,"Provides status reporting regarding project milestones, deliverables, dependencies, risks and issues, communicating across leadership"
CHAPTER_ONE,PM,Foundations,4,1,Defines success criteria and disseminates them to involved parties throughout project and program life cycle
CHAPTER_ONE,PM,Foundations,4,2,"Establishes practices, templates, policies, tools and partnerships to expand and mature the PM capabilities for the organization"
CHAPTER_ONE,PM,Foundations,4,3,Sets and continually manages project expectations while delegating and managing deliverable with team members and stakeholders
CHAPTER_ONE,PM,Foundations,4,4,Guides team members about every aspect of the project so that the team members can understand their tasks fully and act on them efficiently
CHAPTER_ONE,PM,Foundations,4,5,"Keeps an eye of latest strategies, tools and terminologies used in project management worldwide"
CHAPTER_ONE,PM,Foundations,4,6,
CHAPTER_ONE,PM,Foundations,5,1,Guides and directs PM team members by providing direction to team and project success
CHAPTER_ONE,PM,Foundations,5,2,"Leverages constraints that exist for projects around resources, budget, time, quality and scope in order to meet project outcomes"
CHAPTER_ONE,PM,Foundations,5,3,Manages dilemmas and paradoxes as they occur throughout the project lifecycle by identifying and communicating trade-offs with key stakeholders
CHAPTER_ONE,PM,Foundations,5,4,Seen as a leader and contributor in the broader technical side across the organization
CHAPTER_ONE,PM,Foundations,5,5,Capability to track project benefits realization and lessons learned activities to feed into ongoing improvements
CHAPTER_ONE,PM,Foundations,5,6,
CHAPTER_TWO,PM,Plan,1,1,"Understands all the agreements, budgets,scope of work, and timeline"
CHAPTER_TWO,PM,Plan,1,2,Creates and maintains comprehensive project documentation with guidance
CHAPTER_TWO,PM,Plan,1,3,"Assists in the definition of project scope and objectives, involving all relevant stakeholders and ensuring technical feasibility"
CHAPTER_TWO,PM,Plan,1,4,
CHAPTER_TWO,PM,Plan,1,5,
CHAPTER_TWO,PM,Plan,1,6,
CHAPTER_TWO,PM,Plan,2,1,"Ensures that the client and project team work together to define, document, and estimate a scope of work that fits within the budget"
CHAPTER_TWO,PM,Plan,2,2,Ensures whether any changes to scope and its estimates remain within the budget
CHAPTER_TWO,PM,Plan,2,3,"Updates the resource forecasting tool for all members of the team, based on project needs and budget limits, on a consistent and timely basis"
CHAPTER_TWO,PM,Plan,2,4,"Monitors progress of the project against scope, quality, safety, time and cost baselines including approved changes with guidance"
CHAPTER_TWO,PM,Plan,2,5,"Maintain a high-level project schedule with major milestones, and makes that schedule visible and accessible to the project team and client with guidance"
CHAPTER_TWO,PM,Plan,2,6,"Monitors the billing schedule, and makes that schedule visible and accessible to the financial team and client"
CHAPTER_TWO,PM,Plan,3,1,Develops a detailed project plan to monitor and track progress
CHAPTER_TWO,PM,Plan,3,2,"Manages progress of the project against scope, quality, safety, time and cost baselines including approved changes"
CHAPTER_TWO,PM,Plan,3,3,Categorizes needs versus wants
CHAPTER_TWO,PM,Plan,3,4,"Ensures that changes are tangible, strategic and achievable"
CHAPTER_TWO,PM,Plan,3,5,"Creates and maintains a high-level project schedule with major milestones, and makes that schedule visible and accessible to the project team and client"
CHAPTER_TWO,PM,Plan,3,6,"Creates and maintains a billing schedule, and makes that schedule visible and accessible to the financial team and client"
CHAPTER_TWO,PM,Plan,3,7,Ensures resource availability and allocation
CHAPTER_TWO,PM,Plan,3,8,"Develops spreadsheets, diagrams and process maps to document needs"
CHAPTER_TWO,PM,Plan,4,1,Leads discussions to review and disposition scope change requests
CHAPTER_TWO,PM,Plan,4,2,Ensures that change fits with the project strategy and desired outcomes
CHAPTER_TWO,PM,Plan,4,3,Establishes a completion plan that includes all aspects of delivery of project outcomes across the entire project life cycle
CHAPTER_TWO,PM,Plan,4,4,"Demonstrates ability to discuss the standard project process with the team and client, in order to ensure that timelines, schedules and milestones reflect the appropriate path for the project to follow"
CHAPTER_TWO,PM,Plan,4,5,Ensures that team members have awareness and visibility into the amount of time they are resourced to the project each week
CHAPTER_TWO,PM,Plan,4,6,
CHAPTER_TWO,PM,Plan,5,1,Ensures that the project is adding to the strategic advantage of the client
CHAPTER_TWO,PM,Plan,5,2,Defends product integrity from misinformed decision making either externally or internally
CHAPTER_TWO,PM,Plan,5,3,"Assists in dispute, negotiation, arbitration or litigation, as needed"
CHAPTER_TWO,PM,Plan,5,4,Understands what it means to run a business-driven PM plan; from strategy through execution to the realization of business benefits; with the clients at the center of it all
CHAPTER_TWO,PM,Plan,5,5,
CHAPTER_TWO,PM,Plan,5,6,
CHAPTER_THREE,PM,Risk Mitigation,1,1,Determines which risks may affect the project and documents their characteristics with assistance of senior PM
CHAPTER_THREE,PM,Risk Mitigation,1,2,Ability to understand and document potential consequences of risks as they occur
CHAPTER_THREE,PM,Risk Mitigation,1,3,Documents how project will demonstrate quality compliance
CHAPTER_THREE,PM,Risk Mitigation,1,4,Builds quality metrics and quality checklists with guidance
CHAPTER_THREE,PM,Risk Mitigation,1,5,
CHAPTER_THREE,PM,Risk Mitigation,1,6,
CHAPTER_THREE,PM,Risk Mitigation,2,1,Effectively determines which risks may affect the project and documents their characteristics with some assistance of senior PM
CHAPTER_THREE,PM,Risk Mitigation,2,2,Conducts ongoing risk assessments with guidance
CHAPTER_THREE,PM,Risk Mitigation,2,3,Monitors status of project risks with guidance
CHAPTER_THREE,PM,Risk Mitigation,2,4,Audits quality requirements and results from quality control measurements with guidance
CHAPTER_THREE,PM,Risk Mitigation,2,5,
CHAPTER_THREE,PM,Risk Mitigation,2,6,
CHAPTER_THREE,PM,Risk Mitigation,3,1,Oversees the risk identification and definition process
CHAPTER_THREE,PM,Risk Mitigation,3,2,Ability to prioritize risks for further analysis or action by assessing their probabilities of occurrence and impact
CHAPTER_THREE,PM,Risk Mitigation,3,3,Develops options and actions to enhance opportunities and reduce threats to project objectives
CHAPTER_THREE,PM,Risk Mitigation,3,4,Initiates risk response plans when necessary
CHAPTER_THREE,PM,Risk Mitigation,3,5,"Ensures that the client is aware of the risks and understands their consequences, along with the mitigation plans for each of the risks"
CHAPTER_THREE,PM,Risk Mitigation,3,6,Regularly review quality metrics with the team
CHAPTER_THREE,PM,Risk Mitigation,3,7,"Establishes, updates, and utilizes key performance indicators"
CHAPTER_THREE,PM,Risk Mitigation,4,1,Develops guidance and direction on how the project risks will be managed throughout the project
CHAPTER_THREE,PM,Risk Mitigation,4,2,Oversees and guides the risk analysis process and the development of risk responses
CHAPTER_THREE,PM,Risk Mitigation,4,3,Links the outcomes to the organisational goals and the client's vision and mission statements through measurable key performance indicators and a review and assurance process
CHAPTER_THREE,PM,Risk Mitigation,4,4,Maintains awareness and visibility of the risks to the client and team throughout the course of the project
CHAPTER_THREE,PM,Risk Mitigation,4,5,Ensures audits of quality process are executed in accordance with quality management plan
CHAPTER_THREE,PM,Risk Mitigation,4,6,
CHAPTER_THREE,PM,Risk Mitigation,5,1,"Expertly conducts all stages of risk mitigation--including planning, identification, analysis, and response"
CHAPTER_THREE,PM,Risk Mitigation,5,2,Drives and leads creative actions to enhance opportunities and reduce threats to project objectives
CHAPTER_THREE,PM,Risk Mitigation,5,3,Deals with project risk proactively including providing advice and guidance on the identification of the factors that may affect the project and assurance of the timely resolution of novel and contentious issues
CHAPTER_THREE,PM,Risk Mitigation,5,4,"Clearly articulates the risks to the client, including their negative impact on the company's overall business"
CHAPTER_THREE,PM,Risk Mitigation,5,5,Identifies quality standards for use by the team that establish performance and quality expectations
CHAPTER_THREE,PM,Risk Mitigation,5,6,
CHAPTER_FOUR,PM,Information,1,1,"Actively listens and understands stakeholders needs, interests, and influence for project success"
CHAPTER_FOUR,PM,Information,1,2,Develops and adapts communication strategies with guidance
CHAPTER_FOUR,PM,Information,1,3,
CHAPTER_FOUR,PM,Information,1,4,
CHAPTER_FOUR,PM,Information,1,5,
CHAPTER_FOUR,PM,Information,1,6,
CHAPTER_FOUR,PM,Information,2,1,"Undertakes analysis, evaluation of options (as appropriate), and takes/recommends actions"
CHAPTER_FOUR,PM,Information,2,2,Matches level of information to stakeholder
CHAPTER_FOUR,PM,Information,2,3,Provides accurate and factual information
CHAPTER_FOUR,PM,Information,2,4,"Develops and maintains project tracking, dashboards and information systems"
CHAPTER_FOUR,PM,Information,2,5,
CHAPTER_FOUR,PM,Information,2,6,
CHAPTER_FOUR,PM,Information,3,1,Engages with stakeholders proactively
CHAPTER_FOUR,PM,Information,3,2,"Establishes regular interaction w/ stakeholders, including formal and informal channels"
CHAPTER_FOUR,PM,Information,3,3,Uses appropriate communications method for information disseminated
CHAPTER_FOUR,PM,Information,3,4,Appropriately matches level of formality to meetings and audience
CHAPTER_FOUR,PM,Information,3,5,Able to effectively summarize key points and issues in a clear and concise manner
CHAPTER_FOUR,PM,Information,3,6,Regularly conducts follow-up with stakeholders
CHAPTER_FOUR,PM,Information,4,1,"Engages with team members in developing reports, analyzing issues, evaluating progress, and option analysis"
CHAPTER_FOUR,PM,Information,4,2,Proactively responds to issues and concerns
CHAPTER_FOUR,PM,Information,4,3,Balances speed of provision of information against reliability of information
CHAPTER_FOUR,PM,Information,4,4,Seeks validation of information
CHAPTER_FOUR,PM,Information,4,5,Provides feedback on templates and guidelines including examples and methods based on experiences and lessons learned
CHAPTER_FOUR,PM,Information,4,6,
CHAPTER_FOUR,PM,Information,5,1,"Evaluates, develops and executes responses to provide appropriate level of information to stakeholders and maintain their engagement throughout project life cycle"
CHAPTER_FOUR,PM,Information,5,2,Builds processes and structures that ensure transfer of information as a whole that influence strategic decisions and produce foundations for new capabilities
CHAPTER_FOUR,PM,Information,5,3,Continually seeks new information to assess the effectiveness of the project strategy
CHAPTER_FOUR,PM,Information,5,4,
CHAPTER_FOUR,PM,Information,5,5,
CHAPTER_FOUR,PM,Information,5,6,
CHAPTER_ONE,UX,Foundations,1,1,Is building proficiency in our user experience practice and becoming comfortable with learning new technologies and skills
CHAPTER_ONE,UX,Foundations,1,2,"Has experience with web accessibility, usability and core design tools. Understands web design constraints and opportunities"
CHAPTER_ONE,UX,Foundations,1,3,"Understands and applies how to use an existing pattern library to create wireframes, working with a more senior designer as a guide or mentor"
CHAPTER_ONE,UX,Foundations,1,4,Has knowledge in marketing and consumer behavior trends applicable to their work
CHAPTER_ONE,UX,Foundations,1,5,"Develops user-centered website strategies with guidance, in alignment with client goals and objectives"
CHAPTER_ONE,UX,Foundations,1,6,"Has hands-on experience with UX tools which may include Sketch, InVision, prototyping tools, and Google Analytics"
CHAPTER_ONE,UX,Foundations,2,1,"Focuses on expanding experience and proficiency in our user experience practice, and establishing and promoting brand guidelines, best practices, and standards"
CHAPTER_ONE,UX,Foundations,2,2,"Is well-versed with web accessibility, usability, and core design tools. Has a deep understanding of web design constraints"
CHAPTER_ONE,UX,Foundations,2,3,"Applies existing team pattern libraries, provides examples of patterns in the wild, and explores multiple design options"
CHAPTER_ONE,UX,Foundations,2,4,Works with other team members to understand constraints and design feasibility
CHAPTER_ONE,UX,Foundations,2,5,"Contributes to strategic positioning, organizational insight, and client road maps"
CHAPTER_ONE,UX,Foundations,2,6,Is well-versed in marketing and consumer behavior trends
CHAPTER_ONE,UX,Foundations,2,7,"Develops user-centered website strategies that support user tasks, satisfy client goals, and contribute original documentation for projects"
CHAPTER_ONE,UX,Foundations,2,8,Sketches and creates wireframes
CHAPTER_ONE,UX,Foundations,2,9,"Designs and performs competitive analysis, proactively researches examples in the wild, seeks out industry trends, and performs and analyzes usability test plans"
CHAPTER_ONE,UX,Foundations,2,10,"Collaborates with project managers, designers, and engineers to scope time and effort involved in design projects"
CHAPTER_ONE,UX,Foundations,3,1,"Effectively leads and takes ownership of the UX process, articulates strategy, best practices, and process collaborating with designers to inform and define the project"
CHAPTER_ONE,UX,Foundations,3,2,"Is always able to articulate the ""why"" of design decisions to clients and the Palantir team"
CHAPTER_ONE,UX,Foundations,3,3,"Always explores multiple options, evaluates and articulates pros and cons of choices, recommends user experience decisions, understands when to use low- and high-fidelity design tools, and contributes to existing team pattern libraries"
CHAPTER_ONE,UX,Foundations,3,4,Constantly partners with engineers and developers to understand technology system constraints and align strategy and design work in an efficient and effective way at the project level
CHAPTER_ONE,UX,Foundations,3,5,"Designs, performs, and analyzes usability test plans"
CHAPTER_ONE,UX,Foundations,3,6,Is able to articulate the difference and relationship between the different IA and content strategy deliverables
CHAPTER_ONE,UX,Foundations,3,7,Collaborates with project managers and engineers to define and implement innovative solutions for the product direction
CHAPTER_ONE,UX,Foundations,4,1,"Efficiently balances and manages complex user, business, and technical requirements to make design decisions"
CHAPTER_ONE,UX,Foundations,4,2,"Guides junior team members in critical, high-level, design problem solving"
CHAPTER_ONE,UX,Foundations,4,3,"Strategically analyzes the risks, benefits, and opportunities of various solutions"
CHAPTER_ONE,UX,Foundations,4,4,Seeks out discipline-wide opportunities for improvement
CHAPTER_ONE,UX,Foundations,4,5,Considers client constraints and technical feasibility of potential design solutions
CHAPTER_ONE,UX,Foundations,4,6,
CHAPTER_ONE,UX,Foundations,5,1,Guides UX team members by providing strategic direction that best honors the client's business
CHAPTER_ONE,UX,Foundations,5,2,"Develops a unique user experience practice approach that outlines and defines activities, deliverables, and value to be used in sales and marketing initiatives"
CHAPTER_ONE,UX,Foundations,5,3,Designs and builds industry-leading solutions to solve complex UX problems and advocates for the best user experience possible
CHAPTER_ONE,UX,Foundations,5,4,Serves as client focal point for all UX practices
CHAPTER_ONE,UX,Foundations,5,5,"Anticipates technical challenges, exploring alternatives and trade-offs thoroughly"
CHAPTER_ONE,UX,Foundations,5,6,Is recognized as a leader and contributor across the organization
CHAPTER_TWO,UX,Discovery and Definition,1,1,"Gather business requirements and user insights through surveys, user tests, and interviews with the assistance of senior strategists"
CHAPTER_TWO,UX,Discovery and Definition,1,2,Uses basic feedback techniques to improve relatively simple strategy concepts and techniques
CHAPTER_TWO,UX,Discovery and Definition,1,3,"Through observation and interaction with senior strategists, is building the skills and expertise to plan information validation activities and incorporate user and stakeholder feedback into design iterations"
CHAPTER_TWO,UX,Discovery and Definition,1,4,"Understands client business/objectives and identifies opportunities for client ""wins"" through digital design, tools, and experiences"
CHAPTER_TWO,UX,Discovery and Definition,1,5,
CHAPTER_TWO,UX,Discovery and Definition,1,6,
CHAPTER_TWO,UX,Discovery and Definition,2,1,Conducts validations/interviews with users and stakeholders with assistance of a more senior strategist
CHAPTER_TWO,UX,Discovery and Definition,2,2,Applies feedback techniques to improve discovery and definition strategies
CHAPTER_TWO,UX,Discovery and Definition,2,3,Works with more senior team members to plan information validation activities and incorporate user feedback into design changes
CHAPTER_TWO,UX,Discovery and Definition,2,4,Generates users and stakeholders interview questions and documentation
CHAPTER_TWO,UX,Discovery and Definition,2,5,"Works with FEDs and engineers to research technical documentation, APIs, integration with third party technologies, etc. to confirm project requirements and expectations "
CHAPTER_TWO,UX,Discovery and Definition,2,6,
CHAPTER_TWO,UX,Discovery and Definition,3,1,"Plans moderately complicated requirements-gathering, analysis, design-validation, and usability-testing activities"
CHAPTER_TWO,UX,Discovery and Definition,3,2,Independently conducts information-validation activities with internal and external stakeholders
CHAPTER_TWO,UX,Discovery and Definition,3,3,Conducts gap and task analysis
CHAPTER_TWO,UX,Discovery and Definition,3,4,Communicates usability findings and provides recommendations for improving user-interface experience
